username,handle,full_text,time,cleaned_tweet,translated_tweet,textblob_sentiment
"Tony Ogolla, PhD
@tonyopot
·
Aug 22, 2012",,RT @iRic_anjeyo316: mtu anakuinvite supper #Indomie na #Sossi.. asante.. Hehehee,2012-08-21T17:45:54.000Z,rt iric anjeyo316 mtu anakuinvite supper indomie na sossi asante hehehee,rt iric anjeyo316 mtu anakuinvite supper indomie na sossi asante hehehee,neutral
"Ajani Sabila Arum
@janjanjaniii
·
Aug 28, 2012",,yumm!! #indomie goreng keju.. #cheeselovers http://instagr.am/p/O1qfQZKEff/,2012-08-27T16:38:03.000Z,yumm indomie goreng keju cheeselovers,yumm fried indomie cheese cheeselovers,neutral
"EkasariDimbarokke
@ESDimbarokke
·
Aug 27, 2012",,"Mie slalu jd makanan faforit!!
#indomie",2012-08-27T10:34:47.000Z,mie slalu jd makanan faforit indomie,Noodles have always been Indomie's favorite food,positive
"Diayu Refina S.
@diayusembiring
·
Aug 5, 2012",,#NAME?,2012-08-05T11:23:54.000Z,name,name,neutral
"ghanis
@ghanisaziza
·
Jul 26, 2012",,"puasa cik :p RT 
@jiroo17
: Makaan #indomie rasa rendaang ahh ~(‾▿‾~) (~‾▿‾)~",2012-07-26T00:13:20.000Z,puasa cik p rt jiroo17 makaan indomie rendaang ahh,Cik P RT Jiro's fasting 17 eat Indomie rendang ahh,neutral
"Andika Tri Saputra
@AndikaWebeb
·
Aug 15, 2012",,"Coba #Indomie kaya nutrisi seperti buah dan sayur, gw bakalan makan setiap hari di sisa hidup gw",2012-08-15T15:05:23.000Z,coba indomie kaya nutrisi buah sayur gw makan sisa hidup gw,"Try Indomie, it's rich in nutrients, fruit and vegetables. I'll eat it for the rest of my life",positive
"Andika Tri Saputra
@AndikaWebeb
·
Aug 15, 2012",,"Percayalah, Anda akan menyesal dunia akhirat jika seumur hidup tidak pernah makan yang namanya #Indomie",2012-08-15T15:04:41.000Z,percayalah menyesal dunia akhirat seumur hidup makan namanya indomie,"believe me, regret in the afterlife for the rest of my life, it's called Indomie",neutral
"Agung M Hadiansyah
@AMHadiansyah
·
Jul 31, 2012",,makan saur hanya mie #indomie rendang -__-,2012-07-30T20:42:40.000Z,makan saur mie indomie rendang,eat rendang indomie noodle sauce,neutral
"David Tan
@DavidTheKiller
·
Aug 2, 2012",,"#Indomie mengadakan kampanye idola 'senior' dan 'junior' melalu iklan2nya, that's a nice concept",2012-08-02T02:10:09.000Z,indomie mengadakan kampanye idola senior junior melalu iklan2nya that s a nice concept,Indomie is holding a senior junior idol campaign through its advertisement that's a nice concept,positive
"Aurelia C.S.Yanti
@Chabidutz
·
Aug 17, 2012",,"Sudah pagiii @calistacecelia sama 
@fizcagisel
 mala lomba makan #indomie selera #indonesia ‎​Ѽώκª=))ώκάº°˚Ѽ˚°ºώκά=))ώκªѼ prettt",2012-08-17T00:16:57.000Z,pagiii calistacecelia fizcagisel mala lomba makan indomie selera indonesia prettt,morning calista cecelia fizca gisel mala indomie eating competition Indonesian tastes pretty,positive
"wiwi widiyawati
@wiwiwd
·
Aug 5, 2012",,"ini ceritaku dan 
@laniezhap
, apa ceritamu? #indomie",2012-08-04T16:59:14.000Z,ceritaku laniezhap ceritamu indomie,my story laniezhap your story indomie,neutral
"sans
@sanskaliya
·
Sep 3, 2012",,"Mau dong mau""@DaanaCRonaldo7: #indomie lagi ajah -_-""",2012-09-03T13:27:35.000Z,daanacronaldo7 indomie ajah,daanacronaldo7 indomie ajah,neutral
"Kris
@kristofebri
·
Aug 25, 2012",,"“
@ratnakwik
: menetapkan #indomie sebagai sahabat terbaikku” abis naek gaji ko makannya ttp mi instan. Ups...",2012-08-25T08:23:45.000Z,ratnakwik menetapkan indomie sahabat terbaikku abis naek gaji ko makannya ttp mi instan ups,"Ratna Kwik decided that my best friend, Indomie, after a salary increase, how come he still eats instant noodles, oops",positive
"Yozi Aulia Rahman
@yozyaulia
·
Aug 9, 2012",,"Hahaha, emang bener kata 
@bandeng_
 , seharusnya sharena ama Utet , nah Iko ama Clift Sangra aja ... Biar connect #Indomie...",2012-08-09T10:13:13.000Z,hahaha emang bener bandeng sharena ama utet iko ama clift sangra aja biar connect indomie,"Hahaha, it's true, just sharena and utet iko and Clift sangra milkfish to connect Indomie",positive
"Dharu Kusuma Hady
@dharukusumahady
·
Aug 19, 2012",,Akhirnya makan #Indomie ditempatnya lae Hutabarat...Nikmatnya makan mie instant kalo perut kelaparan... #Lebaran,2012-08-19T01:53:53.000Z,makan indomie ditempatnya lae hutabarat nikmatnya makan mie instant kalo perut kelaparan lebaran,Eat Indomie at his place again Hutabarat enjoys eating instant noodles if your stomach is hungry for Eid,neutral
"pppta 
@pushpitta
·
Aug 11, 2012",,Cabenya 2 ya mas RT @arancia_nero: #indomie kari ayam aja dulu #bukantweetberbayar,2012-08-10T16:39:44.000Z,cabenya 2 ya ma rt arancia nero indomie kari ayam aja bukantweetberbayar,"2 chilies, ma rt arancia nero indomie chicken curry, not paid tweets",negative
"Zico Fernando
@ZicoFernando
·
Aug 7, 2012",,#indomie rebus adalah opor ayam yg tertunda..,2012-08-06T22:49:24.000Z,indomie rebus opor ayam yg tertunda,indomie stew with delayed chicken opor,negative
"pppta 
@pushpitta
·
Aug 11, 2012",,"Tambahin lg smpe sekilo :| RT @arancia_nero: Tiga, ini aja ga berasa pedesnya pfft RT dyanulfap: Cabenya 2 ya mas RT arancia_nero: #indomie",2012-08-10T16:53:49.000Z,tambahin lg smpe sekilo rt arancia nero aja ga berasa pedesnya pfft rt dyanulfap cabenya 2 ya ma rt arancia nero indomie,Just add more until it's a kilo rt arancia nero it doesn't taste spicy pfft rt dyanulfap 2 chilies yes ma rt arancia nero indomie,positive
"sans
@sanskaliya
·
Sep 3, 2012",,"Maumaumau wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha dia mau indomie ?""",2012-09-03T14:29:48.000Z,maumaumau wkwk daanacronaldo7 shahnaziaamaly indomie haha indomie,I want to hahaha daanacronaldo7 shahnaziaamaly indomie haha ​​indomie,positive
"sans
@sanskaliya
·
Sep 3, 2012",,"Bikinin lah wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha sana bikin sendiri :p""",2012-09-03T14:35:02.000Z,bikinin wkwk daanacronaldo7 shahnaziaamaly indomie haha bikin p,make it hahaha daanacronaldo7 shahnaziaamaly indomie haha ​​make p,positive
"Name fit dey blank
@aly_desk
·
Jul 19, 2012",,"Lobatan, #Indomie hungry man size./... lwkmd!!!",2012-07-19T13:31:54.000Z,lobatan indomie hungry man size lwkmd,lobahan indomie hungry man size lwkmd,neutral
"CHANAA
@RynccJonas
·
Jul 19, 2012",,"RT 
@diarnova
: Apa perlu aku jadi #indomie biar aku ini seleramu?",2012-07-19T14:23:39.000Z,rt diarnova indomie biar seleramu,RT Diarnova Indomie for your taste,neutral
"ODY
@Yemissii
·
Jul 9, 2012",,Oyoyo #cowbell #indomie *smh,2012-07-09T07:54:54.000Z,oyoyo cowbell indomie smh,oyoyo cowbell indomie smh,neutral
"Ayu♡
@ayunuralfiah18
·
Jul 21, 2012",,Beda Generasi Satu Selera #INDOMIE,2012-07-21T14:42:49.000Z,beda generasi selera indomie,Different generations of Indomie tastes,neutral
username,handle,content,time,content,content,neutral
"Zico Fernando
@ZicoFernando
·
Aug 7, 2012",,#indomie rebus adalah opor ayam yg tertunda..,2012-08-06T22:49:24.000Z,indomie rebus opor ayam yg tertunda,indomie stew with delayed chicken opor,negative
"pppta 
@pushpitta
·
Aug 11, 2012",,"Tambahin lg smpe sekilo :| RT @arancia_nero: Tiga, ini aja ga berasa pedesnya pfft RT dyanulfap: Cabenya 2 ya mas RT arancia_nero: #indomie",2012-08-10T16:53:49.000Z,tambahin lg smpe sekilo rt arancia nero aja ga berasa pedesnya pfft rt dyanulfap cabenya 2 ya ma rt arancia nero indomie,Just add more until it's a kilo rt arancia nero it doesn't taste spicy pfft rt dyanulfap 2 chilies yes ma rt arancia nero indomie,positive
"sans
@sanskaliya
·
Sep 3, 2012",,"Maumaumau wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha dia mau indomie ?""",2012-09-03T14:29:48.000Z,maumaumau wkwk daanacronaldo7 shahnaziaamaly indomie haha indomie,I want to hahaha daanacronaldo7 shahnaziaamaly indomie haha ​​indomie,positive
"sans
@sanskaliya
·
Sep 3, 2012",,"Bikinin lah wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha sana bikin sendiri :p""",2012-09-03T14:35:02.000Z,bikinin wkwk daanacronaldo7 shahnaziaamaly indomie haha bikin p,make it hahaha daanacronaldo7 shahnaziaamaly indomie haha ​​make p,positive
"Name fit dey blank
@aly_desk
·
Jul 19, 2012",,"Lobatan, #Indomie hungry man size./... lwkmd!!!",2012-07-19T13:31:54.000Z,lobatan indomie hungry man size lwkmd,lobahan indomie hungry man size lwkmd,neutral
"CHANAA
@RynccJonas
·
Jul 19, 2012",,"RT 
@diarnova
: Apa perlu aku jadi #indomie biar aku ini seleramu?",2012-07-19T14:23:39.000Z,rt diarnova indomie biar seleramu,RT Diarnova Indomie for your taste,neutral
"ODY
@Yemissii
·
Jul 9, 2012",,Oyoyo #cowbell #indomie *smh,2012-07-09T07:54:54.000Z,oyoyo cowbell indomie smh,oyoyo cowbell indomie smh,neutral
"Ayu♡
@ayunuralfiah18
·
Jul 21, 2012",,Beda Generasi Satu Selera #INDOMIE,2012-07-21T14:42:49.000Z,beda generasi selera indomie,Different generations of Indomie tastes,neutral
"Angelina Wijaya
@angelinawjya
·
Jul 15, 2012",,"Wkakaka , aku jg mau mkan indomie :p RT @IhdaAAshfarani: 
@ChildOfAngel
 Hahaha Sorry (Mau ini) #Indomie",2012-07-15T06:03:29.000Z,wkakaka jg mkan indomie p rt ihdaaashfarani childofangel hahaha sorry indomie,wkakaka also eat Indomie p rt ihdaaashfarani childofangel hahaha sorry Indomie,negative
"R E Z A
@rezachow
·
Jul 21, 2012",,"RT !!! @Rudolph_BL: 3. Menu sahur super lengkap. Eh pas sminggu, sahurx cuma bareng #indomie. #10ThingsAboutSahurPertama",2012-07-20T20:58:00.000Z,rt rudolph bl 3 menu sahur super lengkap eh pa sminggu sahurx bareng indomie 10thingsaboutsahurpertama,rt rudolph bl 3 super complete sahur menu eh pa sunday sahurx with indomie 10thingsaboutsahurfirst,positive
"Muhamad Noer
@reyonz
·
May 23, 2012",,"Gggada yang masakin , akhirnya Sahur pake #indomie.",2012-05-22T20:46:50.000Z,gggada masakin sahur pake indomie,There's no way to cook sahur using Indomie,neutral
"Abdullah Babadiya
@babadiya_a
·
Jul 13, 2012",,"Kinyi mssn dadi #indomie""@maryshiimma: I hate indomie and spaghetti""",2012-07-12T16:01:40.000Z,kinyi mssn dadi indomie maryshiimma i hate indomie and spaghetti,kinyi mssn dadi indomie maryshiimma i hate indomie and spaghetti,negative
"وصايف المرزوقي
@wsayefff
·
Jul 9, 2012",,Meen y7bk gd ma a7bbk ana ;____; #indomie,2012-07-08T20:26:12.000Z,meen y7bk gd ma a7bbk ana indomie,meen y7bk gd ma a7bbk ana indomie,neutral
"Dharu Kusuma Hady
@dharukusumahady
·
Jul 16, 2012",,Alhamdulillah masih bisa makan #Indomie cakalang... :),2012-07-16T01:41:38.000Z,alhamdulillah makan indomie cakalang,Thank God I ate Indomie Skipjack,neutral
"Maghfirah Oktazani
@moktazani
·
Jul 8, 2012",,#Indomie selalu membuat bahagia disaat kya gini \/,2012-07-08T06:50:23.000Z,indomie bahagia disaat kya gini,Indomie is happy at times like this,positive
"Andika Tri Saputra
@AndikaWebeb
·
Jun 18, 2012",,"Makanan apa yang paling enak di Indonesia? Ya #Indomie lah, dari yang miskin kaya, tua muda, laki perempuan, cakep jelek pasti pernah makan",2012-06-18T08:43:11.000Z,makanan enak indonesia ya indomie miskin kaya tua muda laki perempuan cakep jelek makan,"delicious Indonesian food, yes, poor Indomie, rich, old, young, handsome, ugly, eating",positive
"Bocah Angon
@Adeirawan36
·
Jul 10, 2012",,"Aku paling suka #indomie ! ""
@kompascom
: Yang Bikin Makanan Sehat Kurang Disukai http://kom.ps/ABpnFo""",2012-07-10T14:50:35.000Z,suka indomie kompascom bikin makanan sehat disukai,I like Indomie Kompascom to make healthy food popular,positive
"Dian Nadia
@DianNadia
·
Jul 20, 2012",,Mamam yuuu ..... #LastLunchInJuly #food #noodle #indomie #yummy http://instagr.am/p/NSmfyHQTgT/,2012-07-20T05:17:55.000Z,mamam yuuu lastlunchinjuly food noodle indomie yummy,mamam yuuu lastlunchinjuly food noodle indomie yummy,neutral
"ayo lah 
@cakdekk
·
Jul 1, 2012",,"#JulyWish : Semoga harga #IndoMie lebih murah dibanding bulan lalu, ini derita.ku, mana derita.mu? :D #kwak",2012-06-30T17:19:47.000Z,julywish semoga harga indomie murah dibanding derita ku derita mu d kwak,"julywish I hope the price of Indomie is cheap compared to my suffering and yours, kwak",positive
"Dika Reladi
@dikarld
·
Jul 15, 2012",,Kala kelaparan melanda di malam hari.. #indomie #noodle #food #asian #rice #duaporsi  http://instagr.am/p/NGuLVSRCCl/,2012-07-15T14:34:33.000Z,kelaparan melanda malam indomie noodle food asian rice duaporsi,"Hunger strikes at night, Indomie Noodle Food, Asian Rice, two portions",neutral
"Khalida
@lubiyana
·
Jun 16, 2012",,Indomie indomie selerakuuu..Indomie dari dan bagi Indonesia *nyanyi sambil makan Indomie* #indomie,2012-06-16T03:30:26.000Z,indomie indomie selerakuuu indomie indonesia nyanyi makan indomie indomie,indomie indomie my taste indomie indonesia sing eat indomie indomie,neutral
"Ns Akbar
@nurakbar90
·
Jul 21, 2012",,"Walaupun sahur di subuh ini cuma sebungkus #Indomie tetap disyukuri. Ini ceritaku, apa ceritamu??",2012-07-20T21:27:12.000Z,sahur subuh sebungkus indomie disyukuri ceritaku ceritamu,"Sahur dawn, a packet of Indomie, I'm grateful for my story, your story",neutral
"Angga Restavia
@_DIRISENDIRI__
·
Jul 8, 2012",,"Pantesan kamu ceking euy,,daharna nu kitu gening!! RT 
@THYranosaurus
: selamat makan #indomie""",2012-07-07T16:51:02.000Z,pantesan ceking euy daharna nu kitu gening rt thyranosaurus selamat makan indomie,Pantesan skinny euy dahar na nu kitu gening rt tyrannosaurus enjoy eating indomie,positive
"Ken Kesey
@ikhhsn
·
Jul 8, 2012",,"Lihat kak 
@sherinamunaf
 di iklan #indomie cantik potongan rambutnya.. hhmm,jd kepengen kyk gitu.. :D",2012-07-08T14:58:53.000Z,lihat kak sherinamunaf iklan indomie cantik potongan rambutnya hhmm jd kepengen kyk gitu d,"Look at Sis Sheritemanaf's Indomie ad, beautiful haircut, hmmm, I want to look like that",positive
"Agung Handerson
@agunghanderson
·
May 3, 2012",,mana racun kesenangan saya??? #indomie,2012-05-03T13:08:56.000Z,racun kesenangan indomie,Indomie pleasure poison,neutral
"Agus Firmansyah
@iipiing
·
Apr 22, 2012",,dan #indomie adalah pilihanya :),2012-04-21T17:54:58.000Z,indomie pilihanya,Indomie is his choice,neutral
"Dynasti dyrva
@dyrvadhe
·
May 3, 2012",,"gw mah mie sedap wkwkwkwkw RT @adams_putra: #indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:27:15.000Z,gw mah mie sedap wkwkwkwkw rt adam putra indomie makanan anak kos hiks hiks,I think the noodles are delicious ha ha ha ha ha ha ha ha ha ha ha ha ha ha,positive
username,handle,content,time,content,content,neutral
"ayo lah 
@cakdekk
·
Jul 1, 2012",,"#JulyWish : Semoga harga #IndoMie lebih murah dibanding bulan lalu, ini derita.ku, mana derita.mu? :D #kwak",2012-06-30T17:19:47.000Z,julywish semoga harga indomie murah dibanding derita ku derita mu d kwak,"julywish I hope the price of Indomie is cheap compared to my suffering and yours, kwak",positive
"Dika Reladi
@dikarld
·
Jul 15, 2012",,Kala kelaparan melanda di malam hari.. #indomie #noodle #food #asian #rice #duaporsi  http://instagr.am/p/NGuLVSRCCl/,2012-07-15T14:34:33.000Z,kelaparan melanda malam indomie noodle food asian rice duaporsi,"Hunger strikes at night, Indomie Noodle Food, Asian Rice, two portions",neutral
"Khalida
@lubiyana
·
Jun 16, 2012",,Indomie indomie selerakuuu..Indomie dari dan bagi Indonesia *nyanyi sambil makan Indomie* #indomie,2012-06-16T03:30:26.000Z,indomie indomie selerakuuu indomie indonesia nyanyi makan indomie indomie,indomie indomie my taste indomie indonesia sing eat indomie indomie,neutral
"Ns Akbar
@nurakbar90
·
Jul 21, 2012",,"Walaupun sahur di subuh ini cuma sebungkus #Indomie tetap disyukuri. Ini ceritaku, apa ceritamu??",2012-07-20T21:27:12.000Z,sahur subuh sebungkus indomie disyukuri ceritaku ceritamu,"Sahur dawn, a packet of Indomie, I'm grateful for my story, your story",neutral
"Angga Restavia
@_DIRISENDIRI__
·
Jul 8, 2012",,"Pantesan kamu ceking euy,,daharna nu kitu gening!! RT 
@THYranosaurus
: selamat makan #indomie""",2012-07-07T16:51:02.000Z,pantesan ceking euy daharna nu kitu gening rt thyranosaurus selamat makan indomie,Pantesan skinny euy dahar na nu kitu gening rt tyrannosaurus enjoy eating indomie,positive
"Ken Kesey
@ikhhsn
·
Jul 8, 2012",,"Lihat kak 
@sherinamunaf
 di iklan #indomie cantik potongan rambutnya.. hhmm,jd kepengen kyk gitu.. :D",2012-07-08T14:58:53.000Z,lihat kak sherinamunaf iklan indomie cantik potongan rambutnya hhmm jd kepengen kyk gitu d,"Look at Sis Sheritemanaf's Indomie ad, her haircut is beautiful, hmmm, I want to look like that",positive
"Agung Handerson
@agunghanderson
·
May 3, 2012",,mana racun kesenangan saya??? #indomie,2012-05-03T13:08:56.000Z,racun kesenangan indomie,Indomie pleasure poison,neutral
"Agus Firmansyah
@iipiing
·
Apr 22, 2012",,dan #indomie adalah pilihanya :),2012-04-21T17:54:58.000Z,indomie pilihanya,Indomie is his choice,neutral
"Dynasti dyrva
@dyrvadhe
·
May 3, 2012",,"gw mah mie sedap wkwkwkwkw RT @adams_putra: #indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:27:15.000Z,gw mah mie sedap wkwkwkwkw rt adam putra indomie makanan anak kos hiks hiks,I think the noodles are delicious ha ha ha ha ha ha ha ha ha ha ha ha ha ha,positive
"Prof.ALK
@AldhoKurniawan
·
May 12, 2012",,mantap mie #indomie memang juara deh hehe :D,2012-05-11T17:53:27.000Z,mantap mie indomie juara deh hehe d,great Indomie noodles are champions hehe d,positive
"Agung Handerson
@agunghanderson
·
May 3, 2012",,"anjinglah..gue laper RT: 
@henokray
: Udh bangkrut“
@agunghanderson
: mana racun kesenangan saya??? #indomie”",2012-05-03T13:10:47.000Z,anjinglah gue laper rt henokray udh bangkrut agunghanderson racun kesenangan indomie,"Dog, I'm hungry, RT Henokray has gone bankrupt, Agung Handerson, the poison of Indomie pleasure",neutral
"Abdullah Rizky
@a_rizky
·
Apr 7, 2012",,"Keren !!! RT 
@chainesea
: Ada #Indomie dijual di 7 Eleven di #Macau. #HKMFMtrip http://bit.ly/I9sdvP",2012-04-07T11:25:55.000Z,keren rt chainesea indomie dijual 7 eleven macau hkmfmtrip,cool rt chainesea indomie for sale 7 eleven macau hkmfmtrip,positive
"Dharu Kusuma Hady
@dharukusumahady
·
May 6, 2012",,Buat sarapan dulu ah...Makan #Indomie aja biar praktis & ekonomis... :D,2012-05-06T01:02:19.000Z,sarapan ah makan indomie aja biar praktis ekonomis d,"for breakfast, just eat Indomie so it's practically economical d",positive
"Elizabeth Candice R 
@RthElzbth
·
Apr 22, 2012",,Hmmmm lezat #indomie goreng ,2012-04-22T01:08:19.000Z,hmmmm lezat indomie goreng,hmmmm delicious fried indomie,positive
"VieNa
@vieeenaaa
·
Apr 13, 2012",,#Indomie kyknya asik ni :D,2012-04-12T16:20:02.000Z,indomie kyknya asik ni d,Indomie seems like it's fun. D,positive
"Agung Handerson
@agunghanderson
·
May 3, 2012",,"transfer lah jam 9 haha RT: 
@SarwedyN
: Dikamar gw banyak..RT 
@agunghanderson
 mana racun kesenangan saya??? #indomie",2012-05-03T13:11:45.000Z,transfer jam 9 haha rt sarwedyn dikamar gw rt agunghanderson racun kesenangan indomie,Transfer at 9 haha ​​RT Sarwedyn in my room RT Agunghanderson Indomie pleasure poison,positive
